Word,Orthography w/ tones,IPA,English,Spanish,Tone Melody,Syllable Structure,Phonation Type,Part of Speech,Semantic Domain,Speaker,Sound File,Notes,Checked?,Need
sanaoria xaxiri,,[sanaoria ʃaʃiri],is eating a carrot,está comiendo zanahoria,,CVCVVCVV CVCVCV,modal,noun,Actions and activities,NGC,estácomiendozanahoría.wav,,,"Tones, Phrase"
sani,sani,[sani],corncob ,olote,MM,CVCV,modal,noun,"food, drink, and cooking",JGO,olote.wav,,,
sanose,,[sanose],San Jose Peras,San Jose Peras,,CVCVCV,modal,proper name,directions and locations,,sanjoseperas.wav,loan word,,Tones
santia,,[santia],watermelon,sandia,,CVCCVV,modal,noun,"food, drink, and cooking",NGC,,loan word https://youtu.be/WetShLb64Mg?si=HJhWk4bbO4ioYBg3&t=287 4:47-4:48,,
santsi'i,sàntsǐ'i,[sàⁿt͡sʲˀi],finish (comp),terminar (comp),LM,CVCCV,glottalized,verb (completive),Actions and activities,,,,,
santuviji,sàntùvíjì,[sã̀ⁿtùβíʰì],iron (v) (comp),planchar (comp),LLHL,CVCVCVhV,aspirated,verb (completive),Actions and activities,,,,,
santuviji,sántùvìjǐ,[sã́ⁿtùβíʰǐ],iron (v) (cont),planchar (cont),HLHR,CVCVCVhV,aspirated,verb (continuative),Actions and activities,,,,,
santuviji,santùvìjǐ,[sãⁿtùβíʰǐ],iron (v) (pot),planchar (pot),MLHR,CVCVCVhV,aspirated,verb (potential),Actions and activities,,,,,
sasiki,sàsǐki,[sàsʲ̌kʲ],play (sport) (comp),jugar (deporte) (comp),LRM,CVCC,modal,verb (completive),Actions and activities,,,,,
sasiki,sásiki,[sásʲkʲ],play (sport) (cont),jugar (deporte) (cont),HMM,CVCC,modal,verb (continuative),Actions and activities,,,,,Check Duplicate
sasiki,sasiki,[sāsʲkʲ],play (sport) (pot),jugar (deporte) (pot),MMM,CVCC,modal,verb (potential),Actions and activities,,,,,
sasiki,sásiki,,to play,jugar,,CVCVCV,,,Actions and activities,,,,,Check Duplicate
sata xa'a,sàtà xá'à,,liver,higado,,CVCV CV'V,,noun,body parts and the body,,,,,
sati intsiaa ita,sàtî íntsiaa ità,,the flowers are behind me,las flores están detrás de mí,,CVCV VCVV VCV,modal,,descriptions,RDC,RDC_LasFloresEstanDetrasDeMi.wav,Said,,Phrase
satya'ma,sàtyǎ'mǎ,[sàt͡ʃǎˀmǎ],crush (completive),aplastar,LRR,CVCCV?CV,glottalized,verb (completive),Actions and activities,,,,,
satya'ma,sàtyǎ'ma,[sà͡tʃǎˀmā],to squash (completative),aplastar (completative),LRM,CVCV?CV,glottalized,verb (completive),Actions and activities,NGC,aplastar(comp).wav,,,
satya'ma,sátyà'má,[sá͡tʃàˀmá],to squash (continuitive),aplastar (continuitive),HLH,CVCV?CV,glottalized,verb (continuative),Actions and activities,NGC,aplastar(cont).wav,,,
satya'ma,sátyà'má,[sá͡tʃàˀmá],to squash (potential),aplastar (potential),HLH,CVCV?CV,glottalized,verb (potential),Actions and activities,NGC,aplastar(pot).wav,,,
saxi,sáxì,[sáʃì],my nephew,mi sobrino,HL,CVCV,modal,noun,kin terms,,misobrino.wav,,,
sayi'vi,sáyí'vi,,to scare,asustar,,CVCV'CV,,,Actions and activities,,,,,
sayǐ'vi,sàyǐ'vi,[sàjǐˀβi],scare (comp),asustar (comp),LRM,CVCV?CV,glottalized,verb (completive),Actions and activities,,,,,
se'e nuun,sè'e nùún,,the first son,el primer hijo,,CV?V CVV,glottalized,noun,kin terms,RDC,RDC_ElPrimerHijo.wav,Said,,
si'an,sì'ân,[sìˀân],their legs (stranger),sus piernas,LF,CV?V,glottalized,verb (completive),body parts and the body,LA,LA_SusPiernas.wav,Said,,
si'en,sì'ěn,[sìˀěn],our legs,nuestras piernas,LR,CV?V,glottalized,verb (completive),body parts and the body,LA,LA_NuestrasPiernas.wav,Said,,
si'i,si'í,[siˀí],leg,pierna,MH,CV?V,glottalized,noun,body parts and the body,NGC,pierna.wav,,,Check Duplicate
si'i,sí'ì,[síˀì],female (anml),hembra,HL,CV?V,glottalized,,,,hembra.wav,,,
si'in,sì'în,[sìˀĩ̂],my leg,mi pierna,LF,CV?V,glottalized,verb (completive),body parts and the body,LA,LA_MiPierna.wav,Said,,
si'in,sì'in,[sìˀĩ],leg,pierna,LM,CV?V,glottalized,verb (completive),body parts and the body,LA,LA_Pierna.wav,Said,,Check Duplicate
si'iva,sí'iva,[síˀiβa],seed,semilla,HMM,CV?VCV,glottalized,noun,farming,NGC,semilla.wav,,,
si'un,sì'ǔn,[sìˀĩ̌],your leg,tu pierna,LR,CV?V,glottalized,verb (completive),body parts and the body,LA,LA_TuPierna.wav,Said,,
si'vi,sǐ'vì,[sǐˀβì],purple,morado,RL,CV?CV,glottalized,adjective,colors,,morado.wav,,,
sia'a,siâ'ǎ,[sʲâˀǎ],Tecomaxtlahuaca,Tecomaxtlahuaca,FR,CV?V,glottalized,proper name,directions and locations,JGO,tecomaxtlahuaca.wav,,,
siin,síìn,[sĩ́ĩ̀],different,diferente,HL,CVVC,modal,adjective,states of being,,diferente.wav,,,
siji ini,sìjǐ ini,[sìʰǐ ĩni] (?),happy,feliz,LRM,CVhV VCV,aspirated,adjective,states of being,,feliz.wav,,,
sikasivi,sikasìvǐ,[sʲkasìβǐ],whistle (comp),silbar (comp),MMLR,CCVCVCV,modal,verb (completive),Actions and activities,,,,,
sikasivi,síkasìvǐ,[sʲ́kàsìβǐ],whistle (cont),silbar (cont),HMLR,CCVCVCV,modal,verb (continuative),Actions and activities,,,,,
sikasivi,sìkàsívǐ,[sʲ̀kàsíβǐ],whistle (pot),silbar (pot),LLHR,CCVCVCV,modal,verb (potential),Actions and activities,,,,,
siki,sìkì,[sìkʲì],funny,gracioso,LL,CVCV,pre-aspirated,adjective,descriptions,,gracioso.wav,,,
sikuitsi,,[sikʷit͡si],potato ,papa,,CVCVCV,modal,noun,"food, drink, and cooking",NGC,papa.wav,,,Tones
silantro,sīlántrò,[sīlántrò],cilantro,cilantro,MHL,CVCVCCCV,modal,noun,plants and trees,JGO,,,,
sisini,sìsìnì,[sìsìnì],eat breakfast (completive),desayunar ,LLL,CVCVCV,modal,verb (completive),"food, drink, and cooking",,,,,
sisìnì,sísìnì,[sísìnì],eat breakfast (continuitive),desayunar ,HLL,CVCVCV,modal,verb (continuative),"food, drink, and cooking",,,,,
siso,siso,,to boil,hervir,,CVCV,,,"food, drink, and cooking",,,,,Tones
sityì'yǒ,sityì'yǒ,[sʲt͡ʃǐˀjǒ],boil (pot),hervir (pot),MLR,CCV?CV,glottalized,verb (potential),Actions and activities,,,,,
sìtyǐ'yǒ,sìtyǐ'yǒ,[sʲ̀t͡ʃǐˀjǒ],boil (comp),hervir (comp),LRR,CCV?CV,glottalized,verb (completive),Actions and activities,,,,,
skuiya,skuíyà,[skʷíjà],Juxtlahuaca,Juxtlahuaca,HL,CCVCV,modal,proper name,directions and locations,RDC,RDC_Juxtlahuaca.wav,,,
smana,smána,[smána],week,semana,HM,CCVCV,modal,noun,times and seasons,,semana.wav,loan word,"Yes, revise",
so'an,sò'ân,[sòˀã̂],their ear,su oreja,LF,CV?V,glottalized,noun,body parts and the body,LA,LA_SuOreja.wav,Said,,
so'i,sò'ì,[sòˀì],my ear,mi oreja,LL,CV?V,glottalized,noun,body parts and the body,LA,LA_MiOreja.wav,Said,,
so'ma,so'mà,[sōˀmà],scorpion,alacrán,ML,CV?CV,glottalized,noun,wild animals,RDC,RDC_Alacran.wav,,,
so'o,so'ǒ,[sōˀǒ],ear,oreja,MR,CV?V,glottalized,noun,body parts and the body,,oreja.wav,,,Check Duplicate
so'o,só'o,[sóˀo],deaf,sordo,HM,CV?V,glottalized,adjective,states of being,NGC,sordo.wav,,,
so'o,sò'o,[sòˀo],ear,oreja,LM,CV?V,glottalized,noun,body parts and the body,LA,LA_Oreja.wav,Said,,Check Duplicate
so'un,sò'ǔn,[sòˀũ̌],your ear,tu oreja,LR,CV?V,glottalized,noun,body parts and the body,LA,LA_TuOreja.wav,Said,,
sojko,sòjkò,[sòʰkò],shoulder,hombro,LL,CVhCV,pre-aspirated,noun,body parts and the body,NGC,hombro.wav,compare with other 'hombro'?,,Check Duplicate
sojkon,sojkǒn,[soʰkõ̌],neck,cuello,MR,CVCVC,pre-aspirated,noun,body parts and the body,LA,LA_Cuello.wav,Said,"Yes, revise",
sojkon'nta'a,sojkǒn'nta'ǎ,[soʰkõ̌ ⁿtaˀǎ],wrist,muñeca,MR MR,CVhCVC?CV?V,multiple word types,noun,body parts and the body,NGC,muñeca.wav,,,
sojo,sòjo,[sòʰo],shell,cáscara,LM,CVhV,aspirated,noun,natural objects (non-living),NGC,cáscara.wav,,,
soke,sòkě,[sòkě],our necks,nuestros cuellos,LR,CVCV,modal,verb (completive),body parts and the body,LA,LA_NuestrosCuellos.wav,Said,,
sokin,sòkîn,[sòkĩ̂],my neck,mi cuello,LF,CVCV,modal,verb (completive),body parts and the body,LA,LA_MiCuello.wav,Said,,
soko,sòkò,,shoulder,hombro,,CVCV,,noun,body parts and the body,,,,,Check Duplicate
soko ra,,,him,él,,,,pronoun,people,,,,"Yes, revise",Translation
sokuan,sòkuân,[sòkʷã̂],their neck (stranger),su cuello (desconocido),LF,CVCVV,modal,verb (completive),body parts and the body,LA,LA_SuCuello.wav,Said,,
sokun,sòkǔn,[sòkũ̌],neck,cuello,LR,CVCV,modal,verb (completive),body parts and the body,LA,LA_Cuello.wav,Said,,Check Duplicate
sokun,sókun,[sókũ],tall,alto,HM,CVCVC,pre-aspirated,adjective,descriptions,,alto.wav,,,
sokun,sòkǔn,[sòkũ̌],your neck,tu cuello,LR,CVCV,modal,verb (completive),body parts and the body,LA,LA_TuCuello.wav,Said,,Check Duplicate
sokun xa'a,sòkǔn xà'ǎ,,ankle joint,articulación del tobillo,,CVCV CV?V,glottalized,noun,body parts and the body,NGC,NGC_ArticulacionDelTobillo.wav,Said,,Check Duplicate
sokuoxa'a,sòkuóxa'a,[sòkʷó ʃaˀa],ankle,tobillo,LH MM,CVCVCV?V,glottalized,noun,body parts and the body,,tobilla.wav,,,Check Duplicate
sono,sono,[sono],Caluhuala,Caluhuala,MM,CVCV,modal,proper name,directions and locations,JGO,Caluhuala.wav,,,
suku,suku,,trip over,tropezar,,CVCV,,,Actions and activities,,,,,
suxan,sùxàn,[sùʃàn],vomit (n),vómito,LL,CVCVC,modal,noun,life and health,,,,,
ta'ma,ta'mà,[taˀmà],hilltop,cima de la loma,ML,CV?CV,glottalized,noun,directions and locations,,,,,Check Duplicate
ta’ma,ta’mà,[tāˀmã̀],hillside,ladera,ML,CV?CV,glottalized,noun,landscape and environment,,ladera.wav,,,Check Duplicate
ta'vi,tá'vi,[táˀβi],broken,quebrado,HM,CV?CV,glottalized,adjective,states of being,,,,,
ta'vi,tà'ví,[tàˀβí],to break (comp),romper (comp),LH,CV?CV,glottalized,verb (completive),Actions and activities,NGC,romper(comp).wav,,,
ta'vi,tá'ví,[táˀβí],to break (cont),romper (cont),HH,CV?CV,glottalized,verb (continuative),Actions and activities,NGC,romper(cont).wav,,,
ta'vi,tà'ví,[tàˀβí],to break (pot),romper (pot),LH,CV?CV,glottalized,verb (potential),Actions and activities,NGC,romper(pot).wav,,,
ta'vi,tá'vǐ,[táˀβǐ],to shatter (cont),romperse (cont),HR,CV?CV,glottalized,verb (continuative),Actions and activities,NGC,romperse(cont).wav,,,
ta'vi,tā'vǐ,[tāˀβǐ],to shatter (pot),romperse (pot),MR,CV?CV,glottalized,verb (potential),Actions and activities,NGC,romperse(pot).wav,,,
taja,tàjâ,[tàʰâ],shaking,temblor,LF,CVhV,aspirated,noun,landscape and environment,NGC,temblor.wav,,,
tajan,tájan,[táʰã],earthquake (continuative),terremoto,HM,CVhV,aspirated,verb (continuative),landscape and environment,,,,,
tajan,tàjan,[tàʰã],earthquake (completive),terremoto,LM,CVhV,aspirated,verb (completive),landscape and environment,,,,,
tajti,tájtì,[táʰtì],my dad,mi papá,HL,CVhCV,pre-aspirated,noun,kin terms,,mipapá.wav,,,
takayo'kwa,,[takajoˀkʷa],something as an example,una cosa de ejemplo,,CVCVCV?CV,glottalized,noun,tools and implements,NGC,, ,,Tones
takue'e,tàkuè'è,[tàkʷèˀè],injure (completive),herir (completive),LLL,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
takue'e,tákuè'è,[tákʷèˀè],injure (continuative),herir (continuative),HLL,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
takue'e,takuè'è,[takʷèˀè],injure (potential),herir (potential),MLL,CVCV?V,glottalized,verb (potential),Actions and activities,,,,,
tanta'a,tànta'ǎ,[tàⁿtaˀǎ],marry (completive),casarse (completive),LMR,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
tanta'a,tánta'ǎ,[táⁿtaˀǎ],marry (continuative),casarse (continuative),HMR,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
tanta'a,tanta'ǎ,[taⁿtaˀǎ],marry (potential),casarse (potential),MMR,CVCV?V,glottalized,verb (potential),Actions and activities,,,,,
tata,tátà,[táʰtà],father/sir,padre/señor,HL,CVhCV,pre-aspirated,noun,kin terms,,padre.wav,,,
tate,tátě,[táʰtě],sir,don,HR,CVhCV,pre-aspirated,noun,greetings and polite expressions,,don.wav,same as senor below,,
tatyi kini,tàtyi kini,[tàt͡ʃī kīnī],bad spirits,malos espiritus,LM MM,CVCV CVCV,modal,noun,other,RDC,RDC_MalosEspiritus.wav,,,
tavako,tavákò,[taβákò],tobacco,tobaco,MHL,CVCVCV,modal,noun,plants and trees,RDC,RDC_Tobaco.wav,,,
taxa'a,tàxǎ'á,[tàʃǎˀá],dance (completive),bailar (completive),LRH,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
taxa'a,táxá'á,[táʃáˀá],dance (continuative),bailar (continuative),HHH,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
taxa'a,taxá'á,[taʃáˀá],dance (potential),bailar (potential),MHH,CVCV?V,glottalized,verb (potential),Actions and activities,JGO,,,,
taxin,taxin,[taʰʃĩ],to give ,dar (potential),MM,CVCV,pre-aspirated,verb (potential),,,,,,
terminaa,termináà,[teɾmináà],to finish,terminar,MHL,CVCCVCVV,modal,verb (completive),Actions and activities,JGO,,,,
tia'a,,[tʲaˀa],chile plant,mata de chile ,,CV?V,glottalized,noun,plants and trees,,matadechile.wav,,,Tones
tiata,tiàtá,[tʲàʰtá],a type of oak tree,tipo de árbol de roble,LH,CVhCV,pre-aspirated,noun,plants and trees,,un tipo de árbol de roble.wav,,,
tiojo,tiojǒ,[tʲoʰǒ],reed,carrizo,MR,CVhV,aspirated,noun,plants and trees,NGC,carrizo.wav,,,
tivi,tívi,[tívī],early,temprano,HM,CVCV,modal,adjective,descriptions,,,,,
to'o,tǒ'o,[tǒˀo],kind,amable,RM,CV?V,glottalized,adjective,descriptions,,amable.wav,,,
tojkoj,tòjkǒj,[tòʰkǒʰ],waist,cintura,LR,CVCV,pre-aspirated,noun,body parts and the body,NGC,waist.wav,,,Check Duplicate
tokan,tokân,[tokã̂],their hip (stranger),su cadera (desconocido),MF,CVCV,modal,noun,body parts and the body,LA,LA_SuCadera.wav,Said,,
toke,tokě,[tokě],our hips,nuestras caderas,MR,CVCV,modal,noun,body parts and the body,LA,LA_NuestrasCaderas.wav,Said,,
toki,tokî,[tokî],my hip,mi cadera,MF,CVCV,modal,noun,body parts and the body,LA,LA_MiCadera.wav,Said,,
toko,tokǒ,[tokǒ],hip,cadera,MR,CVCV,modal,noun,body parts and the body,LA,LA_Cadera.wav,Said,,Check Duplicate
tokun,tokǔn,[tokũ̌],your hip,tu cadera,MR,CVCV,modal,noun,body parts and the body,LA,LA_TuCadera.wav,Said,,
ton mansana,,[tõ mansana],apple tree,árbol de manzana,,CV CVCCVCV,modal,noun,plants and trees,NGC,árboldemanzana.wav,https://youtu.be/vSnUpiQcp0s?si=tH6UMm4SV0QLnfJI&t=378 6:18-6:19,,Tones
ton tsiijka,,[tõ ͡tsʲiʰka],plantain tree,árbol de plátanos,,CV CVhCV,pre-aspirated,noun,plants and trees,NGC,árboldeplátanos.wav,https://youtu.be/vSnUpiQcp0s?si=QWEE4I0VfDIuUto3&t=544 9:04-9:05,,Tones
toño,tôñó,[tôɲó],spinal tree?,árbol de espinal,FH,CVCV,modal,noun,plants and trees,JGO,árboldeespinal.wav,,,
tontsie'e,,[toⁿ͡tsʲeˀe],,arbolito de duras?,,CVCV?V,glottalized,noun,plants and trees,NGC,arbolitadeduras.wav,https://youtu.be/WetShLb64Mg?si=o0BksGEudJC6HC1c&t=38 0:38-0:40,,Tones
tontsiikwantsiikiin,,[toⁿ͡tsʲikʷaⁿ͡tsʲikĩ],guava tree,árbol de guayaba,,CVCVCVCVCV,modal,noun,plants and trees,NGC,árboldeguayaba.wav,,,Tones
tontsika,tontsika,[toⁿt͡sika],banana tree plant,planta de árbolito de plátano,,CVCVCV,modal,noun,plants and trees,,plantadeárbolitodeplátano.wav,,,
toso,toso,[tōsō],hunchback,jorobado,MM,CVCV,modal,adjective,descriptions,,,,,
tote,,,firewood,leña,,,,noun,,,,,,Check Duplicate
totin,,,firewood,leña,,,,noun,,,,,,Check Duplicate
totun,totǔn,[totũ̌],firewood,leña,MR,CVCV,modal,noun,natural objects (non-living),,leña.wav,,,Check Duplicate
totyinto,,[tot͡ʃiⁿto],,,,CVCVCV,modal,,,,,,,Translation
totyoma,,[tot͡ʃoma],,,,CVCVCV,modal,,,,,,,Translation
tsi'e ka'a,tsi'e ka'à,[t͡sʲˀe kaˀà],hips,cadera,M ML,C?V CV?V,glottalized,noun,body parts and the body,NGC,cadera.wav,,,Check Duplicate
tsia,tsia,͡tsʲa,then,entonces,M,CV,modal,adverb,other,JGO,,,,
tsia'a,tsià'á,[t͡sʲàˀá],sauce,salsa,LH,CV?V,glottalized,noun,"food, drink, and cooking",NGC,salsa.wav,,,
tsia'a,tsiǎ'à,[t͡sʲǎˀà],jug,cántaro/garafón,RL,CV?V,glottalized,noun,tools and implements,JGO,garafon.wav,,,
tsia'a ntakua,tsià'á ntākuà,[͡tsʲàˀá ⁿtākʷà],bedbug,chinche,LH ML,CV?V CVCV,multiple word types,noun,wild animals,JGO,,,,
tsia'a so'o,tsià'á só'ō,[͡tsʲàˀá sóˀō],gray bedbug,chinche gris,LH HM,CV?V CV?V,glottalized,noun,wild animals,JGO,,,,
tsia'an,tsiá'án,[t͡sʲáˀán],dirty,sucio,HH,CV?VC,glottalized,adjective,descriptions,,sucio.wav,,,
tsia'an,tsià'àn,,the spleen,el bazo,,,,noun,body parts and the body,,,,,
tsia'ni,tsia'nì,[t͡sʲaˀnì],group,grupo,ML,CV?CV,glottalized,noun,states of being,NGC,grupo.wav,,,
tsia'yi,tsia'yǐ,[t͡sʲaˀjǐ],rot (pot),pudrir (pot),MR,CCV?CV,glottalized,verb (potential),Actions and activities,,,,,
tsia'yi,,[͡tsʲaˀji],rotten,podrido,,CV?CV,glottalized,adjective,"food, drink, and cooking",NGC,podrido.wav,,,Tones
tsia'yi lo'o,,[tsʲaˀji loˀo],a little rotten,un poco podrido,,CV?CV CV?V,glottalized,adjective,"food, drink, and cooking",NGC,unpocopodrido.wav,,,Tones
tsiaa,tsiàa,[t͡sʲàa],prepare/make (comp),preparar (comp),LM,CCVV,modal,verb (completive),Actions and activities,,,,,
tsiaa,tsiáa,[t͡sʲáa],prepare/make (cont),preparar (cont),HM,CCVV,modal,verb (continuative),Actions and activities,,,,,
tsiaa,tsiaa,[t͡sʲaa],prepare/make (pot),preparar (pot),MM,CCVV,modal,verb (potential),Actions and activities,,,,,
tsiaa,tsiáá,[t͡sʲáá],forehead,frente,HH,CVV,modal,noun,body parts and the body,NGC,frente.wav,CP?,,
tsiaa,,[͡tsʲaa],clothing,ropa,,CVV,modal,noun,clothing and cloth objects,NGC,ropa.wav,,,Tones
tsiajka,,͡[tsʲaʰka],fish,pez,,CVhCV,pre-aspirated,noun,wild animals,NGC,pez.wav,,,Tones
tsiaku,tsiáku,[͡tsīákū],alive,vivo,MHM,CVVCV,modal,adjective,life and health,,,,,Check Duplicate
tsiaku,tsiáku,[t͡sʲáku],survive (continuative),sobrevivir,HM,CVC,modal,verb (continuative),life and health,,,,,Check Duplicate
tsiaku vi,tsiákù vì,,i'm alive/i survived,estoy vivo/sobreviví,,,,,states of being,,,,,Phrase
tsianu,tsiáñu,[t͡sʲáɲū],narrow,estrecho,MHM,CVCV,modal,adjective,descriptions,,estrecho.wav,,,
tsiatsian,tsiàtsiàn,[tsʲàtsʲã] (?),stuttering,tartamudeo,LL,CCVCCV,modal,adjective,descriptions,,,,,
tsiayi,,[͡tsʲaji],chair,silla,,CVCV,modal,noun,tools and implements,NGC,silla.wav,,,Tones
tsiayi lo'o,,[tsʲaji loˀo],small chair,silla pequeña,,CVCVCV?V,glottalized,noun,tools and implements,NGC,sillapequeña.wav,,,Tones
tsie'e,tsié'e,[t͡sʲéˀe],hard,duro,HM,CV?V,glottalized,adjective,states of being,NGC,duro.wav,,,
tsie'e ntsiivi,tsiè'é ntsiìvi,[t͡sʲèˀé ⁿt͡sʲìβī],compare with 'eggshell',cáscara de huevo,LH LM,CV?V CVCV,glottalized,noun,natural objects (non-living),JGO,cáscaradehuevo.wav,"compare with ""egg""",,
tsii kitsixi yo'o,tsíí kitsíxi yo'ò,[t͡síí kit͡síʃi yoˀò],to herd,arrear,HH MHM ML,CVV CVCVCV CV?V,glottalized,verb,farming,,arrear.wav,,,Verb Tense
tsii so'ma,tsiì sō'mà,[͡tsʲì sōˀmà],scorpion,alacrán ,L ML,CV CV?CV,multiple word types,noun,wild animals,JGO,,,,
tsii'i,tsii'í,[͡tsʲiˀí],ground squirrel,ardilla de la tierra ,MH,CV?V,glottalized,noun,wild animals,NGC,ardilladelatierra.wav,,,
tsii'in,tsiì'ín,[͡tsʲìˀĩ́],small skunk,zorillo chiquito,LH,CV?V,glottalized,noun,wild animals,JGO,,,,
tsiieyu ori,,[͡tsʲieju ori],beak,pico,,CVVCV VCV,modal,noun,body parts and the body,NGC,pico.wav,,,Tones
tsiii,tsiìí,[͡tsʲìí],mouse,ratón,LH,CVV,modal,noun,wild animals,NGC,ratón.wav,,,Check Duplicate
tsiikantsiiji,,[͡tsʲikaⁿ͡tsʲiʰi],sun,sol,,CVCVCVhV,aspirated,noun,natural objects (non-living),NGC,,,,Tones
tsiikantsiiji kuaan,,[͡tsʲikaⁿ͡tsʲiʰi kʷãã],yellow sun,sol amarillo,,CVCVCVhV CVV,aspirated,noun,natural objects (non-living),NGC,,,,Tones
tsiikatia,,[͡tsʲika͡tsʲa],circle,círculo,,CVCVCV,modal,noun,descriptions,NGC,círculo.wav,,,
tsiikava,tsiìkāvá,[͡tsʲìkāβá],plum,ciruela,LMH,CVCVCV,modal,noun,"food, drink, and cooking",JGO,,,,
tsiikojo,,[͡tsʲikoʰo],,,,CVCVhV,aspirated,,,,,,,Translation
tsiikoya,tsikòyá,[t͡sʲkòjá],flea,pulga ,LH,CCVCV,modal,noun,wild animals,,pulga.wav,,,
tsiiku,tsiiku,,alive,vivo,,CVVCV,,adjective,states of being,,,,,
tsiikuxi,tsiìkuxí,[t͡sʲìkūʃí],worm,gusano,LMH,CVCVCV,modal,noun,wild animals,,gusano.wav,,,
tsiikuxi itun,tsiìkūxí itǔn,[͡tsʲìkūʃí ītũ̌],edible worm,gusano comestible del árbol,LMH MR,CVCVCV VCV,modal,noun,wild animals,JGO,,,,
tsiin,tsìin,[t͡sʲ̀ĩ],grab/drive (comp),llevar (comp),LM,CV,modal,verb (completive),Actions and activities,,,,,
tsiin,tsíin,[t͡sʲ́ĩ],grab/drive (cont),llevar (cont),HM,CV,modal,verb (continuative),Actions and activities,,,,,
tsiin,tsiin,[t͡sʲĩ],grab/drive (pot),llevar (pot),MM,CV,modal,verb (potential),Actions and activities,,,,,
tsìín,tsìín,,mouse,ratón,,CVV,modal,noun,wild animals,RDC,???,Said,,Check Duplicate
tsiin na'nu,tsìín ná'nù,[t͡sìĩ́ náˀnù],rat 1,rata 1,LH HL,CVV CV?CV,glottalized,,,RDC,RDC_Rata1.wav,,,Check Duplicate
tsiin na'un,tsìín ná'un,,rat,rata,,CVV CV?V,glottalized,noun,wild animals,RDC,RDC_Rata1.wav,Said,,Check Duplicate
tsiintojo,tsiìntójǒ,[͡tsʲìⁿtóʰǒ],tarantula,tarantula,LHR,CVCVhV,aspirated,noun,wild animals,JGO,,,,
tsijka xa'an,tsìjkà xǎ'àn,[͡tsìʰkà ʃǎˀã̀],grasshopper that is used as bait,chapulín de cebo que se come,LL RL,CVhCV CV?V,multiple word types,noun,tools and implements,JGO,,,,
tsijmia,tsìjmiǎ,[t͡sìʰmiǎ],devil,diablo,LMR,CVhCVV,pre-aspirated,noun,other,RDC,RDC_Diablo.wav,,,
tsika,tsikà,[͡tsiʰkà],grasshopper,saltamontes,ML,CVhCV,pre-aspirated,noun,wild animals,,saltamontes.wav,,,
